Lifetime,Episode,Step,Valence,Fear,Dominance,ExploreBias,Phase
1,8,4,0.646295,0.000000,1.000000,0.208968,Normal
1,9,0,0.658833,0.000000,1.000000,0.202032,Normal
1,9,1,0.672696,0.000000,1.000000,0.201809,Normal
1,9,2,0.683697,0.000000,1.000000,0.205109,Normal
1,9,3,0.697615,0.000000,1.000000,0.209284,Normal
1,9,4,0.718721,0.000000,1.000000,0.215616,Normal
2,0,0,0.014299,0.002082,1.000000,0.487974,Normal
2,0,1,0.025895,0.000000,1.000000,0.482154,Normal
2,0,2,0.044710,0.000000,1.000000,0.476431,Normal
2,0,3,0.059623,0.000000,1.000000,0.467777,Normal
2,0,4,0.076672,0.000000,1.000000,0.461881,Normal
2,1,0,0.090950,0.000000,1.000000,0.455615,Normal
2,1,1,0.111030,0.000000,1.000000,0.453313,Normal
2,1,2,0.123594,0.000000,1.000000,0.445674,Normal
2,1,3,0.138769,0.000000,1.000000,0.436989,Normal
2,1,4,0.147081,0.000000,1.000000,0.432824,Normal
2,2,0,0.158796,0.000000,1.000000,0.429413,Normal
2,2,1,0.174698,0.000000,1.000000,0.429326,Normal
2,2,2,0.192158,0.000000,1.000000,0.425140,Normal
2,2,3,0.200096,0.000000,1.000000,0.415258,Normal
2,2,4,0.215578,0.000000,1.000000,0.413495,Normal
2,3,0,0.231846,0.000000,1.000000,0.410728,Normal
2,3,1,0.250069,0.000000,1.000000,0.410642,Normal
2,3,2,0.265174,0.000000,1.000000,0.406618,Normal
2,3,3,0.284442,0.000000,1.000000,0.399624,Normal
2,3,4,0.304298,0.000000,1.000000,0.395902,Normal
2,4,0,0.323346,0.000000,1.000000,0.391231,Normal
2,4,1,0.340617,0.000000,1.000000,0.389013,Normal
2,4,2,0.369316,0.039517,1.000000,0.346586,Normal
2,4,3,0.381789,0.078878,1.000000,0.298094,Normal
2,4,4,0.398101,0.118475,1.000000,0.252565,Normal
2,5,0,0.415601,0.113002,1.000000,0.251858,Normal
2,5,1,0.426349,0.108158,1.000000,0.253946,Normal
2,5,2,0.440626,0.102932,1.000000,0.254163,Normal
2,5,3,0.456910,0.097249,1.000000,0.251475,Normal
2,5,4,0.465468,0.092156,1.000000,0.251000,Normal
2,6,0,0.486719,0.086811,1.000000,0.252392,Normal
2,6,1,0.510202,0.126743,1.000000,0.211583,Normal
2,6,2,0.530526,0.121283,1.000000,0.211821,Normal
2,6,3,0.539223,0.115593,1.000000,0.206806,Normal
2,6,4,0.559273,0.110228,1.000000,0.207689,Normal
2,7,0,0.572462,0.104850,1.000000,0.206414,Normal
2,7,1,0.586889,0.100018,1.000000,0.209702,Normal
2,7,2,0.604810,0.094730,1.000000,0.210534,Normal
2,7,3,0.613053,0.089220,1.000000,0.206764,Normal
2,7,4,0.627525,0.083905,1.000000,0.206358,Normal
2,8,0,0.643173,0.078501,1.000000,0.205621,Normal
2,8,1,0.648635,0.118899,1.000000,0.162979,Normal
2,8,2,0.658463,0.113946,1.000000,0.163955,Normal
2,8,3,0.667626,0.108357,1.000000,0.159856,Normal
2,8,4,0.681039,0.103127,1.000000,0.159780,Normal
2,9,0,0.688664,0.097786,1.000000,0.157117,Normal
2,9,1,0.707989,0.138261,1.000000,0.119228,Normal
2,9,2,0.725880,0.133407,1.000000,0.123379,Normal
2,9,3,0.747199,0.127822,1.000000,0.122957,Normal
2,9,4,0.761280,0.122813,1.000000,0.124780,Normal
3,0,0,0.018925,0.102016,1.000000,0.389874,Trauma
3,0,1,0.038417,0.096798,1.000000,0.391719,Trauma
3,0,2,0.052012,0.091729,1.000000,0.392930,Trauma
3,0,3,-0.062285,0.132448,1.000000,0.316823,Trauma
3,0,4,-0.049318,0.129015,1.000000,0.330393,Trauma
3,1,0,-0.038676,0.124839,1.000000,0.337570,Trauma
3,1,1,-0.124567,0.170796,1.000000,0.310136,Trauma
3,1,2,-0.222586,0.215667,1.000000,0.270747,Trauma
3,1,3,-0.208847,0.211261,1.000000,0.277084,Trauma
3,1,4,-0.310209,0.256969,1.000000,0.243104,Trauma
3,2,0,-0.426793,0.403161,1.000000,0.108266,Trauma
3,2,1,-0.529608,0.657478,1.000000,-0.086143,Trauma
3,2,2,-0.616336,0.905788,1.000000,-0.321784,Trauma
3,2,3,-0.719284,1.000000,1.000000,-0.440396,Trauma
3,2,4,-0.704139,1.000000,1.000000,-0.400885,Trauma
3,3,0,-0.689906,1.000000,1.000000,-0.372732,Trauma
3,3,1,-0.792685,1.000000,1.000000,-0.308252,Trauma
3,3,2,-0.785036,1.000000,1.000000,-0.288552,Trauma
3,3,3,-0.868005,1.000000,1.000000,-0.325396,Trauma
3,3,4,-0.851082,1.000000,1.000000,-0.305083,Trauma
3,4,0,-0.950805,1.000000,1.000000,-0.315835,Trauma
3,4,1,-0.937997,1.000000,1.000000,-0.281399,Trauma
3,4,2,-1.000000,1.000000,1.000000,-0.300000,Trauma
3,4,3,-0.988055,0.998753,1.000000,-0.295980,Trauma
3,4,4,-0.973805,0.998385,1.000000,-0.290527,Trauma
3,5,0,-0.960886,0.996714,1.000000,-0.289464,Trauma
3,5,1,-1.000000,1.000000,1.000000,-0.300000,Trauma
3,5,2,-0.993052,0.998840,1.000000,-0.296807,Trauma
3,5,3,-1.000000,1.000000,1.000000,-0.300000,Trauma
3,5,4,-0.989629,1.000000,1.000000,-0.296889,Trauma
3,6,0,-0.982268,0.999905,1.000000,-0.294586,Trauma
3,6,1,-0.968866,1.000000,1.000000,-0.290660,Trauma
3,6,2,-1.000000,1.000000,1.000000,-0.300000,Trauma
3,6,3,-1.000000,1.000000,1.000000,-0.309671,Trauma
3,6,4,-0.991237,1.000000,1.000000,-0.297371,Trauma
3,7,0,-1.000000,1.000000,1.000000,-0.300000,Trauma
3,7,1,-1.000000,1.000000,1.000000,-0.300000,Trauma
3,7,2,-0.992475,1.000000,1.000000,-0.297742,Trauma
3,7,3,-1.000000,1.000000,1.000000,-0.300000,Trauma
3,7,4,-1.000000,1.000000,1.000000,-0.300000,Trauma
3,8,0,-0.990912,0.997000,1.000000,-0.310274,Trauma
3,8,1,-0.983331,0.994072,1.000000,-0.320451,Trauma
3,8,2,-0.968910,0.991498,1.000000,-0.325855,Trauma
3,8,3,-0.956597,0.989566,1.000000,-0.326970,Trauma
3,8,4,-0.952602,0.986983,1.000000,-0.335580,Trauma
3,9,0,-0.941839,0.984417,1.000000,-0.342024,Trauma
3,9,1,-0.931785,0.981982,1.000000,-0.347672,Trauma
3,9,2,-0.922966,0.979623,1.000000,-0.353113,Trauma
3,9,3,-0.918191,0.977155,1.000000,-0.360602,Trauma
3,9,4,-0.897252,0.974507,1.000000,-0.364620,Trauma
4,0,0,0.015794,0.960484,1.000000,-0.470996,Normal
4,0,1,0.025386,0.957818,1.000000,-0.478556,Normal
4,0,2,0.038774,0.955131,1.000000,-0.485139,Normal
4,0,3,0.058696,0.952184,1.000000,-0.491760,Normal
4,0,4,0.066320,0.949532,1.000000,-0.499807,Normal
4,1,0,0.081483,0.946938,1.000000,-0.505145,Normal
4,1,1,0.096767,0.944376,1.000000,-0.510198,Normal
4,1,2,0.109109,0.941762,1.000000,-0.516536,Normal
4,1,3,0.127143,0.939026,1.000000,-0.522102,Normal
4,1,4,0.147625,0.936419,1.000000,-0.525944,Normal
4,2,0,0.167309,0.933745,1.000000,-0.530544,Normal
4,2,1,0.184827,0.931033,1.000000,-0.536079,Normal
4,2,2,0.202214,0.928288,1.000000,-0.541906,Normal
4,2,3,0.223657,0.925434,1.000000,-0.547357,Normal
4,2,4,0.232564,0.922853,1.000000,-0.554472,Normal
4,3,0,0.247962,0.920321,1.000000,-0.559262,Normal
4,3,1,0.265372,0.917667,1.000000,-0.564389,Normal
4,3,2,0.278653,0.959998,1.000000,-0.615864,Normal
4,3,3,0.297321,0.957192,1.000000,-0.621781,Normal
4,3,4,0.316829,0.954394,1.000000,-0.627375,Normal
4,4,0,0.333024,0.951615,1.000000,-0.633821,Normal
4,4,1,0.348775,0.948968,1.000000,-0.639392,Normal
4,4,2,0.365609,0.946190,1.000000,-0.645641,Normal
4,4,3,0.395976,0.943386,1.000000,-0.648024,Normal
4,4,4,0.416755,0.940663,1.000000,-0.652668,Normal
4,5,0,0.431687,0.937968,1.000000,-0.658849,Normal
4,5,1,0.450925,0.935323,1.000000,-0.663355,Normal
4,5,2,0.462961,0.977726,1.000000,-0.714658,Normal
4,5,3,0.476781,0.974958,1.000000,-0.721732,Normal
4,5,4,0.497294,0.972284,1.000000,-0.726084,Normal
4,6,0,0.512550,0.969644,1.000000,-0.731743,Normal
4,6,1,0.520359,0.967385,1.000000,-0.736719,Normal
4,6,2,0.536672,0.964957,1.000000,-0.740443,Normal
4,6,3,0.551279,0.962253,1.000000,-0.746786,Normal
4,6,4,0.570014,0.959731,1.000000,-0.750503,Normal
4,7,0,0.589723,0.957018,1.000000,-0.755387,Normal
4,7,1,0.620069,0.999062,1.000000,-0.799459,Normal
4,7,2,0.627818,0.996789,1.000000,-0.804560,Normal
4,7,3,0.672552,0.994372,1.000000,-0.792607,Normal
4,7,4,0.693672,0.991814,1.000000,-0.783713,Normal
4,8,0,0.702321,0.989417,1.000000,-0.778720,Normal
4,8,1,0.727713,0.987060,1.000000,-0.768746,Normal
4,8,2,0.733005,0.999209,1.000000,-0.779308,Normal
4,8,3,0.763494,0.996547,1.000000,-0.767499,Normal
4,8,4,0.784404,0.994175,1.000000,-0.758854,Normal
4,9,0,0.801638,0.991855,1.000000,-0.751363,Normal
4,9,1,0.812091,0.990001,1.000000,-0.744437,Normal
4,9,2,0.819818,0.988308,1.000000,-0.739035,Normal
4,9,3,0.838009,0.985852,1.000000,-0.734449,Normal
4,9,4,0.846914,0.983508,1.000000,-0.729434,Normal
5,0,0,0.013616,0.973508,1.000000,-0.484100,Normal
5,0,1,0.021129,0.971020,1.000000,-0.490928,Normal
5,0,2,0.032431,0.998956,1.000000,-0.527522,Normal
5,0,3,0.033032,0.998916,1.000000,-0.539694,Normal
5,0,4,0.049543,0.996846,1.000000,-0.540611,Normal
5,1,0,0.070379,0.994556,1.000000,-0.541916,Normal
5,1,1,0.091134,0.992214,1.000000,-0.543644,Normal
5,1,2,0.103911,0.989774,1.000000,-0.548524,Normal
5,1,3,0.119116,0.987071,1.000000,-0.554679,Normal
5,1,4,0.133337,0.984846,1.000000,-0.557478,Normal
5,2,0,0.143096,0.982748,1.000000,-0.560629,Normal
5,2,1,0.159684,0.980726,1.000000,-0.561161,Normal
5,2,2,0.175405,0.999204,1.000000,-0.584822,Normal
5,2,3,0.188049,0.996592,1.000000,-0.591053,Normal
5,2,4,0.209571,0.994407,1.000000,-0.591348,Normal
5,3,0,0.229185,0.992112,1.000000,-0.593059,Normal
5,3,1,0.245082,0.989915,1.000000,-0.595136,Normal
5,3,2,0.284995,0.999197,1.000000,-0.602406,Normal
5,3,3,0.294956,0.996598,1.000000,-0.609340,Normal
5,3,4,0.303949,0.994531,1.000000,-0.612487,Normal
5,4,0,0.316704,0.992500,1.000000,-0.614233,Normal
5,4,1,0.325668,0.991160,1.000000,-0.611819,Normal
5,4,2,0.346754,0.989014,1.000000,-0.611944,Normal
5,4,3,0.356640,0.986222,1.000000,-0.620383,Normal
5,4,4,0.368917,0.984064,1.000000,-0.623248,Normal
5,5,0,0.379077,0.981719,1.000000,-0.628176,Normal
5,5,1,0.390072,0.980190,1.000000,-0.626599,Normal
5,5,2,0.410334,0.999589,1.000000,-0.646480,Normal
5,5,3,0.431879,0.996949,1.000000,-0.650262,Normal
5,5,4,0.449362,0.994482,1.000000,-0.653931,Normal
5,6,0,0.463016,0.992014,1.000000,-0.658752,Normal
5,6,1,0.477957,0.990259,1.000000,-0.657725,Normal
5,6,2,0.491535,0.988591,1.000000,-0.656439,Normal
5,6,3,0.511693,0.986159,1.000000,-0.659037,Normal
5,6,4,0.530673,0.983912,1.000000,-0.660571,Normal
5,7,0,0.540168,0.981698,1.000000,-0.664698,Normal
5,7,1,0.547591,0.980723,1.000000,-0.659947,Normal
5,7,2,0.562209,1.000000,1.000000,-0.675414,Normal
5,7,3,0.574958,0.997787,1.000000,-0.678559,Normal
5,7,4,0.596343,0.995709,1.000000,-0.678068,Normal
5,8,0,0.611521,0.993590,1.000000,-0.679762,Normal
5,8,1,0.628864,0.992284,1.000000,-0.674577,Normal
5,8,2,0.653401,0.999709,1.000000,-0.680163,Normal
5,8,3,0.660741,0.997331,1.000000,-0.686190,Normal
5,8,4,0.678087,0.995505,1.000000,-0.684990,Normal
5,9,0,0.692160,0.993487,1.000000,-0.686235,Normal
5,9,1,0.709079,0.992061,1.000000,-0.682097,Normal
5,9,2,0.724466,0.990060,1.000000,-0.682821,Normal
5,9,3,0.740929,0.987450,1.000000,-0.687892,Normal
5,9,4,0.753801,0.985186,1.000000,-0.691390,Normal
6,0,0,0.013325,0.974913,1.000000,-0.484534,Normal
6,0,1,0.024513,0.972792,1.000000,-0.487442,Normal
6,0,2,0.037609,0.970415,1.000000,-0.491738,Normal
6,0,3,0.051902,0.967691,1.000000,-0.498331,Normal
6,0,4,0.062678,0.965744,1.000000,-0.500025,Normal
6,1,0,0.073695,0.963787,1.000000,-0.501727,Normal
6,1,1,0.084743,0.962415,1.000000,-0.498929,Normal
6,1,2,0.097545,0.999418,1.000000,-0.540133,Normal
6,1,3,0.132969,0.998813,1.000000,-0.542190,Normal
6,1,4,0.146462,0.996797,1.000000,-0.543592,Normal
6,2,0,0.166070,0.994557,1.000000,-0.544889,Normal
6,2,1,0.205569,0.992918,1.000000,-0.535599,Normal
6,2,2,0.226093,0.990628,1.000000,-0.537005,Normal
6,2,3,0.245302,0.987886,1.000000,-0.542259,Normal
6,2,4,0.265780,0.985650,1.000000,-0.543260,Normal
6,3,0,0.278770,0.983493,1.000000,-0.545902,Normal
6,3,1,0.288932,0.982565,1.000000,-0.539965,Normal
6,3,2,0.306302,0.980837,1.000000,-0.538003,Normal
6,3,3,0.326823,0.978334,1.000000,-0.541036,Normal
6,3,4,0.346791,0.976703,1.000000,-0.537553,Normal
6,4,0,0.355097,0.975157,1.000000,-0.536909,Normal
6,4,1,0.371957,0.974903,1.000000,-0.523804,Normal
6,4,2,0.385388,0.973487,1.000000,-0.520627,Normal
6,4,3,0.385819,0.971211,1.000000,-0.527947,Normal
6,4,4,0.409566,1.000000,1.000000,-0.549945,Normal
6,5,0,0.429461,0.998353,1.000000,-0.546602,Normal
6,5,1,0.436964,0.998103,1.000000,-0.536268,Normal
6,5,2,0.449805,0.996765,1.000000,-0.532672,Normal
6,5,3,0.467691,0.994404,1.000000,-0.535407,Normal
6,5,4,0.477880,0.993280,1.000000,-0.530970,Normal
6,6,0,0.487814,0.992017,1.000000,-0.527675,Normal
6,6,1,0.506941,0.992297,1.000000,-0.509786,Normal
6,6,2,0.517147,1.000000,1.000000,-0.509301,Normal
6,6,3,0.525336,0.997918,1.000000,-0.512810,Normal
6,6,4,0.539527,0.996746,1.000000,-0.507532,Normal
6,7,0,0.557464,0.995121,1.000000,-0.504612,Normal
6,7,1,0.570358,0.995165,1.000000,-0.490407,Normal
6,7,2,0.591785,0.993880,1.000000,-0.483826,Normal
6,7,3,0.610273,0.991435,1.000000,-0.487030,Normal
6,7,4,0.630477,0.999857,1.000000,-0.493633,Normal
6,8,0,0.633055,0.999966,1.000000,-0.496264,Normal
6,8,1,0.654023,1.000000,1.000000,-0.479427,Normal
6,8,2,0.663047,0.999071,1.000000,-0.473841,Normal
6,8,3,0.696917,0.996605,1.000000,-0.472585,Normal
6,8,4,0.707339,1.000000,1.000000,-0.474881,Normal
6,9,0,0.722801,0.998308,1.000000,-0.473213,Normal
6,9,1,0.735661,0.998830,1.000000,-0.455351,Normal
6,9,2,0.750463,0.998024,1.000000,-0.447091,Normal
6,9,3,0.766339,0.995733,1.000000,-0.449898,Normal
6,9,4,0.785435,0.994534,1.000000,-0.443360,Normal
7,0,0,0.046856,0.870041,1.000000,-0.371035,Therapy
7,0,1,0.098013,0.770752,1.000000,-0.266236,Therapy
7,0,2,0.148407,0.671226,1.000000,-0.163481,Therapy
7,0,3,0.173870,0.571557,1.000000,-0.069305,Therapy
7,0,4,0.195267,0.472273,1.000000,0.026601,Therapy
7,1,0,0.248676,0.372835,1.000000,0.130930,Therapy
7,1,1,0.267420,0.274730,1.000000,0.235082,Therapy
7,1,2,0.300134,0.175935,1.000000,0.338138,Therapy
7,1,3,0.323016,0.076366,1.000000,0.432301,Therapy
7,1,4,0.347433,0.000000,1.000000,0.508432,Therapy
7,2,0,0.371349,0.000000,1.000000,0.508621,Therapy
7,2,1,0.412531,0.000000,1.000000,0.516461,Therapy
7,2,2,0.458131,0.000000,1.000000,0.520109,Therapy
7,2,3,0.490420,0.000000,1.000000,0.515617,Therapy
7,2,4,0.534223,0.000000,1.000000,0.518074,Therapy
7,3,0,0.560448,0.000000,1.000000,0.515303,Therapy
7,3,1,0.595046,0.000000,1.000000,0.516888,Therapy
7,3,2,0.626913,0.000000,1.000000,0.518750,Therapy
7,3,3,0.662737,0.000000,1.000000,0.517203,Therapy
7,3,4,0.696767,0.000000,1.000000,0.518238,Therapy
7,4,0,0.723123,0.000000,1.000000,0.518303,Therapy
7,4,1,0.742519,0.000000,1.000000,0.535926,Therapy
7,4,2,0.769694,0.000000,1.000000,0.548982,Therapy
7,4,3,0.823489,0.000000,1.000000,0.555537,Therapy
7,4,4,0.848671,0.000000,1.000000,0.562273,Therapy
7,5,0,0.901391,0.000000,1.000000,0.571714,Therapy
7,5,1,0.946058,0.000000,1.000000,0.592402,Therapy
7,5,2,0.987306,0.000000,1.000000,0.604251,Therapy
7,5,3,1.000000,0.000000,1.000000,0.598218,Therapy
7,5,4,1.000000,0.000000,1.000000,0.592411,Therapy
7,6,0,1.000000,0.000000,1.000000,0.584286,Therapy
7,6,1,1.000000,0.000000,1.000000,0.587434,Therapy
7,6,2,1.000000,0.000000,1.000000,0.590633,Therapy
7,6,3,1.000000,0.000000,1.000000,0.586273,Therapy
7,6,4,1.000000,0.000000,1.000000,0.584288,Therapy
7,7,0,1.000000,0.000000,1.000000,0.583474,Therapy
7,7,1,1.000000,0.000000,1.000000,0.607215,Therapy
7,7,2,1.000000,0.000000,1.000000,0.628706,Therapy
7,7,3,1.000000,0.000000,1.000000,0.626518,Therapy
7,7,4,1.000000,0.000000,1.000000,0.634678,Therapy
7,8,0,1.000000,0.000000,1.000000,0.641625,Therapy
7,8,1,1.000000,0.000000,1.000000,0.666675,Therapy
7,8,2,1.000000,0.000000,1.000000,0.678448,Therapy
7,8,3,1.000000,0.000000,1.000000,0.671764,Therapy
7,8,4,1.000000,0.000000,1.000000,0.678018,Therapy
7,9,0,1.000000,0.000000,1.000000,0.679355,Therapy
7,9,1,1.000000,0.000000,1.000000,0.698697,Therapy
7,9,2,1.000000,0.000000,1.000000,0.716754,Therapy
7,9,3,1.000000,0.000000,1.000000,0.717181,Therapy
7,9,4,1.000000,0.000000,1.000000,0.730412,Therapy
7,10,0,1.000000,0.000000,1.000000,0.744808,Therapy
7,10,1,1.000000,0.000000,1.000000,0.791890,Therapy
7,10,2,1.000000,0.000000,1.000000,0.817590,Therapy
7,10,3,1.000000,0.000000,1.000000,0.822923,Therapy
7,10,4,1.000000,0.000000,1.000000,0.843553,Therapy
7,11,0,1.000000,0.000000,1.000000,0.856300,Therapy
7,11,1,1.000000,0.000000,1.000000,0.893166,Therapy
7,11,2,1.000000,0.000000,1.000000,0.912425,Therapy
7,11,3,1.000000,0.000000,1.000000,0.910798,Therapy
7,11,4,1.000000,0.000000,1.000000,0.914838,Therapy
7,12,0,1.000000,0.000000,1.000000,0.918188,Therapy
7,12,1,1.000000,0.000000,1.000000,0.948082,Therapy
7,12,2,1.000000,0.000000,1.000000,0.968026,Therapy
7,12,3,1.000000,0.000000,1.000000,0.968579,Therapy
7,12,4,1.000000,0.000000,1.000000,0.978589,Therapy
7,13,0,1.000000,0.000000,1.000000,0.985210,Therapy
7,13,1,1.000000,0.000000,1.000000,1.000000,Therapy
7,13,2,1.000000,0.000000,1.000000,1.000000,Therapy
7,13,3,1.000000,0.000000,1.000000,1.000000,Therapy
7,13,4,1.000000,0.000000,1.000000,1.000000,Therapy
7,14,0,1.000000,0.000000,1.000000,1.000000,Therapy
7,14,1,1.000000,0.000000,1.000000,1.000000,Therapy
7,14,2,1.000000,0.000000,1.000000,1.000000,Therapy
7,14,3,1.000000,0.000000,1.000000,1.000000,Therapy
7,14,4,1.000000,0.000000,1.000000,1.000000,Therapy
7,15,0,1.000000,0.000000,1.000000,1.000000,Therapy
7,15,1,1.000000,0.000000,1.000000,1.000000,Therapy
7,15,2,1.000000,0.000000,1.000000,1.000000,Therapy
7,15,3,1.000000,0.000000,1.000000,1.000000,Therapy
7,15,4,1.000000,0.000000,1.000000,1.000000,Therapy
7,16,0,1.000000,0.000000,1.000000,1.000000,Therapy
7,16,1,1.000000,0.000000,1.000000,1.000000,Therapy
7,16,2,1.000000,0.000000,1.000000,1.000000,Therapy
7,16,3,1.000000,0.000000,1.000000,1.000000,Therapy
7,16,4,1.000000,0.000000,1.000000,1.000000,Therapy
7,17,0,1.000000,0.000000,1.000000,1.000000,Therapy
7,17,1,1.000000,0.000000,1.000000,1.000000,Therapy
7,17,2,1.000000,0.000000,1.000000,1.000000,Therapy
7,17,3,1.000000,0.000000,1.000000,1.000000,Therapy
7,17,4,1.000000,0.000000,1.000000,1.000000,Therapy
7,18,0,1.000000,0.000000,1.000000,1.000000,Therapy
7,18,1,1.000000,0.000000,1.000000,1.000000,Therapy
7,18,2,1.000000,0.000000,1.000000,1.000000,Therapy
7,18,3,1.000000,0.000000,1.000000,1.000000,Therapy
7,18,4,1.000000,0.000000,1.000000,1.000000,Therapy
7,19,0,1.000000,0.000000,1.000000,1.000000,Therapy
7,19,1,1.000000,0.000000,1.000000,1.000000,Therapy
7,19,2,1.000000,0.000000,1.000000,1.000000,Therapy
7,19,3,1.000000,0.000000,1.000000,1.000000,Therapy
7,19,4,1.000000,0.000000,1.000000,1.000000,Therapy
7,20,0,1.000000,0.005805,1.000000,1.000000,Post-Recovery Stress Test
7,20,1,1.000000,0.016115,1.000000,1.000000,Post-Recovery Stress Test
7,20,2,1.000000,0.025909,1.000000,1.000000,Post-Recovery Stress Test
7,20,3,1.000000,0.028744,1.000000,1.000000,Post-Recovery Stress Test
7,20,4,1.000000,0.035065,1.000000,1.000000,Post-Recovery Stress Test
7,21,0,1.000000,0.039909,1.000000,1.000000,Post-Recovery Stress Test
7,21,1,1.000000,0.052599,1.000000,1.000000,Post-Recovery Stress Test
7,21,2,1.000000,0.065087,1.000000,1.000000,Post-Recovery Stress Test
7,21,3,1.000000,0.069479,1.000000,1.000000,Post-Recovery Stress Test
7,21,4,1.000000,0.079421,1.000000,1.000000,Post-Recovery Stress Test
7,22,0,1.000000,0.087306,1.000000,1.000000,Post-Recovery Stress Test
7,22,1,1.000000,0.100756,1.000000,1.000000,Post-Recovery Stress Test
7,22,2,1.000000,0.112857,1.000000,1.000000,Post-Recovery Stress Test
7,22,3,1.000000,0.116212,1.000000,1.000000,Post-Recovery Stress Test
7,22,4,1.000000,0.123830,1.000000,1.000000,Post-Recovery Stress Test
7,23,0,1.000000,0.129911,1.000000,1.000000,Post-Recovery Stress Test
7,23,1,1.000000,0.141544,1.000000,1.000000,Post-Recovery Stress Test
7,23,2,1.000000,0.151760,1.000000,1.000000,Post-Recovery Stress Test
7,23,3,1.000000,0.154064,1.000000,1.000000,Post-Recovery Stress Test
7,23,4,1.000000,0.161587,1.000000,1.000000,Post-Recovery Stress Test
7,24,0,1.000000,0.167733,1.000000,1.000000,Post-Recovery Stress Test
7,24,1,1.000000,0.180083,1.000000,1.000000,Post-Recovery Stress Test
7,24,2,1.000000,0.192081,1.000000,1.000000,Post-Recovery Stress Test
7,24,3,1.000000,0.195128,1.000000,1.000000,Post-Recovery Stress Test
7,24,4,1.000000,0.203056,1.000000,1.000000,Post-Recovery Stress Test
7,25,0,1.000000,0.209682,1.000000,1.000000,Relapse Prevention
7,25,1,1.000000,0.222117,1.000000,1.000000,Relapse Prevention
7,25,2,1.000000,0.280681,1.000000,1.000000,Relapse Prevention
7,25,3,1.000000,0.285606,1.000000,1.000000,Relapse Prevention
7,25,4,1.000000,0.296830,1.000000,1.000000,Relapse Prevention
7,26,0,1.000000,0.307234,1.000000,0.992766,Relapse Prevention
7,26,1,1.000000,0.330983,1.000000,0.969017,Relapse Prevention
7,26,2,1.000000,0.401748,1.000000,0.898252,Relapse Prevention
7,26,3,1.000000,0.414472,1.000000,0.885528,Relapse Prevention
7,26,4,1.000000,0.433615,1.000000,0.866385,Relapse Prevention
7,27,0,1.000000,0.451045,1.000000,0.848955,Relapse Prevention
7,27,1,1.000000,0.476488,1.000000,0.823512,Relapse Prevention
7,27,2,1.000000,0.502213,1.000000,0.797787,Relapse Prevention
7,27,3,1.000000,0.514342,1.000000,0.785658,Relapse Prevention
7,27,4,1.000000,0.534773,1.000000,0.765227,Relapse Prevention
7,28,0,1.000000,0.553446,1.000000,0.746554,Relapse Prevention
